accel_x[m/s^2],accel_y[m/s^2],accel_z[m/s^2],gyro_x[rad/s],gyro_y[rad/s],gyro_z[rad/s],mag_x[uT],mag_y[uT],mag_z[uT]
4.44,1.1,-3.96,4.44,1.1,-3.96,22.25,38.16,-4.3
6.59,-5.41,-7.73,6.59,-5.41,-7.73,25.09,38.88,-4.3
3.22,-6.85,-5.88,3.22,-6.85,-5.88,28.12,40.12,-3.79
3.66,-0.54,-5.95,3.66,-0.54,-5.95,33.28,39.94,-4.3
6.31,-3.67,-8.66,6.31,-3.67,-8.66,36.31,41.22,-6.89
-0.12,-3.13,-13.98,-0.12,-3.13,-13.98,38.28,41.03,-6.37
9.46,-11.32,-12.26,9.46,-11.32,-12.26,41.28,42.62,-7.57
14.02,-1.77,-10.06,14.02,-1.77,-10.06,41.47,41.75,-7.06
5.62,-8.8,-9.42,5.62,-8.8,-9.42,41.28,43.34,-8.61
2.46,-4.19,-7.88,2.46,-4.19,-7.88,40.22,41.94,-5.85
1.01,-6.32,-6.84,1.01,-6.32,-6.84,40.94,40.84,-7.23
0.16,-5.31,-7.85,0.16,-5.31,-7.85,40.03,43.19,-8.09
0.71,-6.3,-8.87,0.71,-6.3,-8.87,38.44,41.22,-5.16
-0.24,-7.03,-10.27,-0.24,-7.03,-10.27,37.19,42.09,-7.4
-1.94,-7.37,-10.62,-1.94,-7.37,-10.62,32.94,42.81,-8.44
-1.93,-7.91,-12.18,-1.93,-7.91,-12.18,29.73,43.53,-8.78
-2.25,-7.09,-11.52,-2.25,-7.09,-11.52,26.52,42.81,-8.78
-1.65,-7.43,-12.62,-1.65,-7.43,-12.62,22.42,43,-8.61
-1.73,-8.1,-14.21,-1.73,-8.1,-14.21,16.38,40.12,-8.95
-1.81,-7.16,-13.49,-1.81,-7.16,-13.49,10.32,37.62,-10.33
-1.58,-6.62,-13.67,-1.58,-6.62,-13.67,4.8,34.94,-10.5
-0.07,-6.91,-12.86,-0.07,-6.91,-12.86,0.18,28.84,-9.47
0.81,-5.24,-12.31,0.81,-5.24,-12.31,-5.88,22.75,-9.81
1.67,-5.45,-12.32,1.67,-5.45,-12.32,-8.54,15.05,-9.3
1.94,-3.49,-11.84,1.94,-3.49,-11.84,-10.15,7.7,-10.16
2.55,-2.77,-11.05,2.55,-2.77,-11.05,-8.54,-0.36,-9.98
3.57,-1.42,-10.34,3.57,-1.42,-10.34,-7.12,-8.96,-8.61
4.66,-0.62,-10.1,4.66,-0.62,-10.1,-2.13,-18.27,-9.3
4.39,-0.48,-9.46,4.39,-0.48,-9.46,6.77,-25.44,-10.67
3.88,0.58,-9.02,3.88,0.58,-9.02,13.53,-30.45,-9.98
3.45,0.5,-8.62,3.45,0.5,-8.62,23.67,-33.84,-11.19
3.73,1.02,-8.21,3.73,1.02,-8.21,34.53,-33.69,-11.7
3.63,1,-8.08,3.63,1,-8.08,43.44,-32.25,-12.74
3.11,1.57,-7.88,3.11,1.57,-7.88,55,-28.48,-13.6
0.71,-2.35,-7.73,0.71,-2.35,-7.73,62.84,-22.39,-12.91
1.71,-2.2,-9.93,1.71,-2.2,-9.93,68.88,-15.59,-14.29
1.68,2.59,-8.93,1.68,2.59,-8.93,70.5,-5.38,-13.77
1.33,2.94,-9.2,1.33,2.94,-9.2,75.44,4.66,-14.46
0.36,-4.9,-12.34,0.36,-4.9,-12.34,76,13.08,-13.95
-3.39,1.47,-9.1,-3.39,1.47,-9.1,72.25,21.14,-14.8
-1.71,-0.63,-10.2,-1.71,-0.63,-10.2,66.75,30.28,-14.29
-1.44,2.22,-10.03,-1.44,2.22,-10.03,61.94,37.62,-16.88
-2.35,1.03,-11.01,-2.35,1.03,-11.01,54.12,41.94,-15.84
-1.87,0.09,-10.61,-1.87,0.09,-10.61,44.69,45.31,-15.66
-2.01,-2.16,-10.02,-2.01,-2.16,-10.02,36.66,47.31,-15.15
-1.97,-1.57,-9.41,-1.97,-1.57,-9.41,28.12,45.88,-15.84
-1.19,-2.5,-9.12,-1.19,-2.5,-9.12,10.5,41.38,-15.32
-1.19,-1.89,-8.21,-1.19,-1.89,-8.21,4.63,37.97,-15.84
-0.82,-4.05,-7.63,-0.82,-4.05,-7.63,-2.13,31.17,-17.22
-0.9,-2.08,-6.54,-0.9,-2.08,-6.54,-6.41,25.8,-16.17
-0.17,-3.19,-6.07,-0.17,-3.19,-6.07,-10.5,21.67,0
-0.29,-1.69,-5.48,-0.29,-1.69,-5.48,-12.1,12.54,-15.15
0.79,-1.84,-5.05,0.79,-1.84,-5.05,-12.81,5.38,-16.52
1.66,-0.78,-4.73,1.66,-0.78,-4.73,-13.35,-0.18,-17.05
2.36,-0.8,-4.84,2.36,-0.8,-4.84,-12.81,-5.02,-16.52
3.33,0.14,-5.05,3.33,0.14,-5.05,-9.79,-12.72,-17.73
3.81,0.77,-5.63,3.81,0.77,-5.63,-6.05,-17.2,-16.52
4.53,2.49,-6.75,4.53,2.49,-6.75,-2.31,-21.67,0
5.07,4.13,-8.05,5.07,4.13,-8.05,2.67,-25.62,-17.39
5.02,7.55,-9.95,5.02,7.55,-9.95,6.94,-29.2,-17.05
5.02,7.55,-9.95,5.02,7.55,-9.95,6.94,-29.2,-17.05
5.42,17.12,-17.36,5.42,17.12,-17.36,12.99,-33.16,-17.05
4.96,12.63,-20.44,4.96,12.63,-20.44,17.27,-35.28,-17.39
1.08,0,-13.85,1.08,0,-13.85,22.61,-36.38,-17.05
-3.26,9.77,-11.29,-3.26,9.77,-11.29,28.3,-36,-16.34
-4.14,12.75,-8.85,-4.14,12.75,-8.85,32.94,-36.72,-15.32
-3.94,4.37,-6.7,-3.94,4.37,-6.7,36.84,-37.44,-15.32
-5.2,6.52,-5.82,-5.2,6.52,-5.82,41.81,-35.66,-15.66
-8.6,4.08,-7.89,-8.6,4.08,-7.89,46.28,-33.69,-14.46
-11.94,7.25,-11.34,-11.94,7.25,-11.34,48.59,-32.78,-13.6
-5.73,3.31,-9.54,-5.73,3.31,-9.54,52.69,-31.53,-14.8
-6.38,2.94,-10.13,-6.38,2.94,-10.13,54.81,-29.75,-14.8
-11.71,2.17,-13.56,-11.71,2.17,-13.56,56.97,-30.45,-12.39
-12.94,-0.45,-10.12,-12.94,-0.45,-10.12,59.28,-28.12,-12.56
-13.53,-3.58,-8.5,-13.53,-3.58,-8.5,60.88,-25.44,-13.77
-12.46,-0.16,-9.59,-12.46,-0.16,-9.59,61.94,-25.08,-12.05
-12.55,-1.73,-10.87,-12.55,-1.73,-10.87,60,-24.19,-11.19
-10.63,1.15,-8.85,-10.63,1.15,-8.85,60.69,-24.19,-12.56
-14.42,-0.36,-8.94,-14.42,-0.36,-8.94,59.81,-25.8,-11.02
-14.05,2.75,-8.16,-14.05,2.75,-8.16,56.25,-27.95,-10.67
-14.47,2.02,-8.17,-14.47,2.02,-8.17,55.72,-26.34,-9.47
-13.23,3.49,-8.42,-13.23,3.49,-8.42,53.94,-28.48,-10.16
-14.21,4.42,-8.63,-14.21,4.42,-8.63,50.38,-29.92,-9.47
-15.39,7.49,-7.91,-15.39,7.49,-7.91,46.81,-32.06,-7.4
-15.24,9.56,-6.16,-15.24,9.56,-6.16,41.47,-32.78,-7.75
-11.79,11.72,-4.57,-11.79,11.72,-4.57,38.28,-31.72,-6.71
-9.23,9.69,-4.84,-9.23,9.69,-4.84,33.47,-32.59,-6.54
-7.93,11.79,-4.82,-7.93,11.79,-4.82,28.84,-32.25,-7.23
-5.74,9.03,-4.46,-5.74,9.03,-4.46,22.08,-30.81,-6.89
-4.13,9.66,-3.25,-4.13,9.66,-3.25,18.16,-30.45,-6.54
-1.98,8.42,-2.65,-1.98,8.42,-2.65,13.7,-28.12,-7.06
-1.01,8.31,-2.01,-1.01,8.31,-2.01,10.68,-25.44,-6.54
-0.19,6.95,-1.68,-0.19,6.95,-1.68,7.66,-21.31,-6.71
0.69,7.13,-1.51,0.69,7.13,-1.51,3.56,-19.34,-6.2
1.62,6.81,-1.55,1.62,6.81,-1.55,1.25,-15.95,-4.99
2.26,5.2,-1.69,2.26,5.2,-1.69,0.36,-12.18,-5.51
2.51,5.34,-1.78,2.51,5.34,-1.78,-2.49,-10.03,-4.48
2.79,4.17,-1.88,2.79,4.17,-1.88,-4.8,-6.27,-1.55
4.73,4.04,-1.3,4.73,4.04,-1.3,-5.7,-2.15,-2.41
6.05,3.12,-1.69,6.05,3.12,-1.69,-4.27,1.43,-2.75
6.3,2.21,-2.28,6.3,2.21,-2.28,-4.09,5.55,-2.24
6.6,3.71,-2.87,6.6,3.71,-2.87,-3.2,11.11,-1.03
6.45,5.14,-4.42,6.45,5.14,-4.42,0.71,12.54,-2.06
6.73,5.31,-5.69,6.73,5.31,-5.69,0.36,14.34,-1.03
6.07,2.67,-8.44,6.07,2.67,-8.44,0.53,15.95,0.17
11.07,7.08,-17.14,11.07,7.08,-17.14,2.13,17.56,1.38
10.31,1.96,-11.84,10.31,1.96,-11.84,4.45,19.53,-0.86
6.8,-7.55,-9.14,6.8,-7.55,-9.14,3.38,17.02,3.96
3.83,6.56,-8.38,3.83,6.56,-8.38,4.27,18.27,2.06
5.6,7.68,-6.98,5.6,7.68,-6.98,5.7,14.34,2.41
2.12,7.17,-9.51,2.12,7.17,-9.51,4.27,15.41,4.82
-1.02,-4.97,-17.48,-1.02,-4.97,-17.48,4.98,15.41,5.16
3.63,8.18,-15.61,3.63,8.18,-15.61,6.77,13.26,4.13
0.96,4.11,-15.42,0.96,4.11,-15.42,4.09,13.08,6.37
-1.47,-4.49,-14.73,-1.47,-4.49,-14.73,5.7,12.18,7.57
-4.76,1.46,-14.98,-4.76,1.46,-14.98,8.54,13.26,7.57
-3,-1.83,-18.66,-3,-1.83,-18.66,6.94,11.29,7.06
-4.31,-4.88,-14.36,-4.31,-4.88,-14.36,8.37,12.01,9.12
-5.95,-0.21,-14.41,-5.95,-0.21,-14.41,9.26,11.83,9.3
-7.1,-7.18,-16.14,-7.1,-7.18,-16.14,8.54,8.96,9.98
-5.64,-5.38,-13.57,-5.64,-5.38,-13.57,8.9,8.24,10.33
-3.47,-5.12,-12.52,-3.47,-5.12,-12.52,10.5,9.85,7.75
-5.64,-7.09,-12.23,-5.64,-7.09,-12.23,10.5,9.85,11.19
-5.57,-4.51,-11.69,-5.57,-4.51,-11.69,11.39,10.39,11.02
-6.26,-3.73,-10.75,-6.26,-3.73,-10.75,12.99,10.21,9.47
-5.6,-4.05,-9.98,-5.6,-4.05,-9.98,13.17,11.11,12.39
-4.73,-2.4,-9.27,-4.73,-2.4,-9.27,14.06,11.29,10.84
-4.49,-2.46,-8.66,-4.49,-2.46,-8.66,14.24,10.39,11.02
-3.8,-1.61,-8.66,-3.8,-1.61,-8.66,15.84,10.57,11.53
-3.79,-0.66,-9.09,-3.79,-0.66,-9.09,16.91,12.36,10.5
-2.95,-0.42,-9.83,-2.95,-0.42,-9.83,17.27,12.01,14.29
-2.62,0.33,-9.91,-2.62,0.33,-9.91,18.86,13.26,12.39
-2.13,0.69,-9.87,-2.13,0.69,-9.87,17.62,12.36,12.56
-0.72,1,-10.09,-0.72,1,-10.09,18.69,11.29,12.22
-0.19,1.46,-10.71,-0.19,1.46,-10.71,20.47,12.01,12.91
1.58,1.14,-10.29,1.58,1.14,-10.29,21.36,11.83,12.39
0.86,2.8,-9.41,0.86,2.8,-9.41,22.25,12.72,13.6
1.38,2.61,-9.8,1.38,2.61,-9.8,21,11.83,14.12
2.79,3.96,-10.03,2.79,3.96,-10.03,22.78,11.11,14.46
3.06,2.87,-9.84,3.06,2.87,-9.84,22.61,10.57,13.95
4.73,3.47,-9.81,4.73,3.47,-9.81,22.25,11.29,12.91
3.28,-1.55,-9.47,3.28,-1.55,-9.47,22.08,12.18,13.77
7.46,3.3,-9.23,7.46,3.3,-9.23,21.53,12.01,12.56
6.94,1.02,-9.41,6.94,1.02,-9.41,21.72,11.83,12.39
5.51,0.91,-9.47,5.51,0.91,-9.47,20.83,10.57,11.88
6.73,1.05,-9.31,6.73,1.05,-9.31,19.94,10.03,12.39
6.3,-0.48,-8.52,6.3,-0.48,-8.52,20.83,9.13,12.56
7.49,-0.45,-8.19,7.49,-0.45,-8.19,21,10.39,13.09
7,-0.26,-7.38,7,-0.26,-7.38,19.58,9.67,13.43
7.28,0.41,-6.57,7.28,0.41,-6.57,20.83,8.42,12.91
11.41,-0.52,-5.84,11.41,-0.52,-5.84,17.62,9.13,12.91
14.48,-2.32,-5.96,14.48,-2.32,-5.96,16.55,10.21,10.5
13.07,-3.64,-7.03,13.07,-3.64,-7.03,17.27,9.13,10.5
14.35,-2.88,-5.86,14.35,-2.88,-5.86,15.48,6.99,10.84
14.3,1.28,-5.06,14.3,1.28,-5.06,15.31,7.88,9.3
13.46,-0.46,-5.54,13.46,-0.46,-5.54,14.59,4.3,9.98
13.1,2.47,-4.71,13.1,2.47,-4.71,13.53,3.58,9.98
13.89,1.33,-4.21,13.89,1.33,-4.21,13.35,3.4,9.81
15.51,3.53,-3.9,15.51,3.53,-3.9,13.17,1.43,8.95
17.53,3.59,-3.79,17.53,3.59,-3.79,13.35,-1.25,7.75
17.56,7.6,-3.28,17.56,7.6,-3.28,14.42,-3.4,8.78
15.86,7.43,-3.42,15.86,7.43,-3.42,15.84,-6.27,7.75
15.34,11.77,-3.01,15.34,11.77,-3.01,16.19,-8.06,8.44
15.12,11.7,-2.54,15.12,11.7,-2.54,18.52,-8.96,8.61
14.11,13.7,-2.17,14.11,13.7,-2.17,19.05,-12.01,7.75
13.09,13.75,-1.66,13.09,13.75,-1.66,23.14,-13.98,7.92
13.52,18.83,-1.12,13.52,18.83,-1.12,23.31,-15.23,8.09
11.92,19.39,-0.31,11.92,19.39,-0.31,26.7,-15.05,8.95
9.8,17.45,-0.33,9.8,17.45,-0.33,29.91,-17.2,6.54
9.45,18.56,-0.12,9.45,18.56,-0.12,30.27,-17.2,5.85
7.69,16.61,0.11,7.69,16.61,0.11,33.81,-16.12,6.2
6.44,16.64,0.67,6.44,16.64,0.67,32.38,-18.27,9.3
5.61,19.02,1.37,5.61,19.02,1.37,36.12,-17.02,6.02
6.12,19.41,1.58,6.12,19.41,1.58,36.84,-17.38,6.71
5.91,18.61,1.58,5.91,18.61,1.58,35.59,-17.92,6.54
6.23,17.62,2.21,6.23,17.62,2.21,36.66,-16.84,5.85
6.52,16.92,2.58,6.52,16.92,2.58,36.66,-19.34,6.89
6.79,16.52,3.01,6.79,16.52,3.01,35.41,-17.73,4.65
7.21,16.11,3.41,7.21,16.11,3.41,36.66,-18.62,5.85
7.21,15.87,3.67,7.21,15.87,3.67,35.06,-18.45,6.71
7.89,15.05,3.94,7.89,15.05,3.94,34.53,-19.34,5.85
8.84,15.5,4.44,8.84,15.5,4.44,34.34,-18.09,6.71
9.99,13.98,4.83,9.99,13.98,4.83,33.62,-18.81,3.96
11.53,14.27,5.39,11.53,14.27,5.39,33.28,-18.81,4.3
11.57,14.77,6.03,11.57,14.77,6.03,35.25,-17.92,5.16
11.55,14.84,6.49,11.55,14.84,6.49,33.81,-18.62,4.13
10.93,14.03,6.64,10.93,14.03,6.64,32.56,-18.81,3.62
10.67,12.52,6.76,10.67,12.52,6.76,32.38,-19.7,6.89
10.23,11.97,6.88,10.23,11.97,6.88,33.81,-20.06,4.82
9.59,11.51,7.09,9.59,11.51,7.09,33.28,-19.53,6.37
8.87,11.02,7.11,8.87,11.02,7.11,35.59,-18.62,6.2
8.12,10.75,7.09,8.12,10.75,7.09,35.59,-18.98,5.16
7.28,10.08,7.02,7.28,10.08,7.02,37.38,-19.7,5.85
6.84,9.96,7.03,6.84,9.96,7.03,35.59,-21.14,5.16
6.74,10.01,7.13,6.74,10.01,7.13,38.97,-19.89,5.68
6.92,10.77,7.37,6.92,10.77,7.37,40.94,-18.27,5.16
7.18,11.29,7.61,7.18,11.29,7.61,40.03,-20.61,5.34
7.34,12.12,7.76,7.34,12.12,7.76,42,-17.56,3.44
7.94,13.26,7.99,7.94,13.26,7.99,43.78,-20.06,4.48
8.57,15.05,8.52,8.57,15.05,8.52,44.16,-19.7,4.48
8.93,16.38,9.16,8.93,16.38,9.16,47.16,-18.45,3.62
7.56,15.31,9.32,7.56,15.31,9.32,47.16,-18.09,1.89
5.39,12.66,8.59,5.39,12.66,8.59,47,-18.98,3.1
4.63,11.13,8.09,4.63,11.13,8.09,47.69,-19.7,4.13
5.47,12.66,8.23,5.47,12.66,8.23,47.16,-20.61,3.27
7.34,14.74,8.63,7.34,14.74,8.63,48.25,-20.97,2.58
8.41,15.51,8.77,8.41,15.51,8.77,49.31,-19.53,-0.17
8.62,15.05,8.68,8.62,15.05,8.68,47,-21.5,0.34
8.36,14.8,8.74,8.36,14.8,8.74,47.16,-22.39,-1.55
9.13,16.52,8.84,9.13,16.52,8.84,45.94,-23.66,-0.69
9.69,16.33,8.56,9.69,16.33,8.56,42.38,-24.02,-2.41
11.33,17.69,8.48,11.33,17.69,8.48,42,-26.16,-1.72
13.24,18.94,8.54,13.24,18.94,8.54,40.59,-25.08,-3.79
14.93,20.39,8.86,14.93,20.39,8.86,40.03,-27.41,-3.62
15.52,19.48,8.88,15.52,19.48,8.88,38.28,-27.77,-4.3
15.2,18.91,8.8,15.2,18.91,8.8,35.59,-27.95,-6.2
15.12,17.39,8.91,15.12,17.39,8.91,33.09,-29.39,-6.2
14.19,16.33,9.1,14.19,16.33,9.1,32.38,-30.81,-6.54
13.43,14.97,9.12,13.43,14.97,9.12,30.44,-30.64,-8.44
12.64,13.23,9.09,12.64,13.23,9.09,29.73,-30.28,-7.4
12.06,12.55,9.42,12.06,12.55,9.42,28.66,-29.92,-9.81
11.24,11.17,9.46,11.24,11.17,9.46,25.62,-29.75,-7.92
10.05,10.12,9.29,10.05,10.12,9.29,24.73,-32.44,-11.53
9.36,9.18,9.18,9.36,9.18,9.18,23.31,-31,-11.53
8.77,9.16,9.25,8.77,9.16,9.25,23.84,-31.53,-12.39
8.23,8.78,9.23,8.23,8.78,9.23,22.61,-32.44,-11.88
7.78,8.77,9.23,7.78,8.77,9.23,23.84,-32.97,-13.43
7.2,8.54,9.24,7.2,8.54,9.24,24.56,-32.59,-15.84
6.66,8.3,9.18,6.66,8.3,9.18,22.97,-32.78,0
6.05,7.61,9.09,6.05,7.61,9.09,22.61,-33.84,0
5.67,7,8.91,5.67,7,8.91,23.5,-34.41,-15.84
5.44,6.84,8.84,5.44,6.84,8.84,22.42,-34.03,-15.49
5.03,6.62,8.74,5.03,6.62,8.74,23.31,-34.22,-16.69
4.53,6.69,8.64,4.53,6.69,8.64,22.42,-34.03,-17.91
4.23,6.36,8.48,4.23,6.36,8.48,19.75,-36,-20.14
4.12,6.27,8.24,4.12,6.27,8.24,21.53,-35.28,-20.83
4.35,6.45,7.94,4.35,6.45,7.94,18.33,-34.22,-20.83
4.62,6.77,7.61,4.62,6.77,7.61,18.52,-35.12,-23.06
5.34,7.54,7.41,5.34,7.54,7.41,19.41,-35.28,-22.89
5.77,8.12,6.99,5.77,8.12,6.99,18.16,-35.12,-24.09
6.07,8.91,6.11,6.07,8.91,6.11,17.27,-34.94,-24.27
7.87,11.52,4.75,7.87,11.52,4.75,16.38,-34.75,-27.89
10.22,15.3,3.6,10.22,15.3,3.6,14.42,-33.84,-28.75
12.03,17.92,2.7,12.03,17.92,2.7,13.35,-32.78,-29.78
10.03,17,3.5,10.03,17,3.5,12.1,-34.03,-29.95
6.48,11.29,3.71,6.48,11.29,3.71,9.43,-32.78,-29.09
6.16,11.41,2.33,6.16,11.41,2.33,6.77,-33.31,-32.69
8.48,15.61,1.2,8.48,15.61,1.2,2.31,-29.56,-31.84
10.08,19.56,0.05,10.08,19.56,0.05,0.53,-28.48,-33.22
11.07,20.27,-0.54,11.07,20.27,-0.54,-0.18,-27.41,-32.53
11.32,17.22,-1.65,11.32,17.22,-1.65,-3.74,-24.55,-35.28
11.34,18.33,-2.35,11.34,18.33,-2.35,-7.83,-20.06,-34.78
13.37,21.39,-2.75,13.37,21.39,-2.75,-6.59,-15.95,-35.28
13.46,22.11,-2.13,13.46,22.11,-2.13,-10.5,-12.72,-36.31
13.84,18.62,-2.09,13.84,18.62,-2.09,-12.81,-9.31,-36.5
13.12,17.91,-2.02,13.12,17.91,-2.02,-15.31,-4.66,-38.22
14.05,17.17,-1.55,14.05,17.17,-1.55,-16.55,-0.18,-38.03
15.33,14.91,-0.58,15.33,14.91,-0.58,-16.55,6.27,-39.06
15.65,11.79,0.12,15.65,11.79,0.12,-16.73,11.11,-39.25
13.76,9.34,0.67,13.76,9.34,0.67,-13.7,18.81,-38.38
11.8,8.98,1.21,11.8,8.98,1.21,-12.1,22.22,-37.88
10.55,7.49,1.56,10.55,7.49,1.56,-9.97,25.08,-38.91
10.5,6.23,1.51,10.5,6.23,1.51,-9.61,27.95,-39.59
10.84,4.37,1.54,10.84,4.37,1.54,-7.48,30.45,-39.59
10.48,3.7,1.63,10.48,3.7,1.63,-5.7,31.17,-39.94
10.1,3.99,1.68,10.1,3.99,1.68,-5.7,33.31,-39.25
9.12,4.07,1.61,9.12,4.07,1.61,-6.77,32.59,-40.28
8.57,3.84,1.42,8.57,3.84,1.42,-6.05,32.59,-39.94
8.85,4.44,1.3,8.85,4.44,1.3,-5.52,32.78,-39.06
9.27,4.65,1.14,9.27,4.65,1.14,-6.94,33.16,-40.44
9.34,5,1.02,9.34,5,1.02,-6.94,31.36,-39.41
9.38,6.24,0.56,9.38,6.24,0.56,-8.01,28.48,-39.06
10.15,7.6,-0.01,10.15,7.6,-0.01,-8.72,25.62,-38.03
11.58,9.74,-0.44,11.58,9.74,-0.44,-10.68,24.72,-38.91
14.13,12.74,-1.31,14.13,12.74,-1.31,-11.92,22.75,-38.38
13.7,15.41,-0.71,13.7,15.41,-0.71,-12.28,20.61,-38.38
9.8,11.24,-1.18,9.8,11.24,-1.18,-13.35,15.95,-37
7.45,10.66,-2.26,7.45,10.66,-2.26,-16.19,14.16,-37
7.51,10.04,-2.69,7.51,10.04,-2.69,-15.48,11.65,-38.72
8.21,13.78,-2.64,8.21,13.78,-2.64,-16.73,8.96,-37.19
8.64,15.44,-2.98,8.64,15.44,-2.98,-15.13,5.55,-39.41
7.75,17.09,-3.85,7.75,17.09,-3.85,-15.84,4.12,-37.69
6.64,16.94,-4.95,6.64,16.94,-4.95,-16.73,2.51,-36.84
4.74,14.12,-5.47,4.74,14.12,-5.47,-17.08,3.58,-36.84
3.73,15.7,-5.78,3.73,15.7,-5.78,-17.8,3.22,-37.88
4.14,16.5,-6.17,4.14,16.5,-6.17,-17.08,3.22,-36.84
4.47,15.5,-5.88,4.47,15.5,-5.88,-16.73,3.94,-37.19
5.81,13.42,-6.41,5.81,13.42,-6.41,-16.73,4.66,-38.91
6.33,13.22,-6.39,6.33,13.22,-6.39,-15.31,8.6,-37.19
6.86,11.65,-6.45,6.86,11.65,-6.45,-16.73,10.03,-36.16
6.97,11.73,-6.43,6.97,11.73,-6.43,-17.62,13.08,-37.69
6.86,11.2,-6.49,6.86,11.2,-6.49,-15.48,14.16,-37
6.96,11.44,-6.46,6.96,11.44,-6.46,-14.42,16.66,-37
6.96,11.44,-6.46,6.96,11.44,-6.46,-14.42,16.66,-37
6.79,9.67,-6.23,6.79,9.67,-6.23,-14.77,20.97,-37
6.39,8.4,-5.96,6.39,8.4,-5.96,-11.57,22.39,-37.69
7.05,6.96,-5.75,7.05,6.96,-5.75,-10.5,26.34,-38.03
8.01,5.95,-5.52,8.01,5.95,-5.52,-10.5,28.84,-37
9.91,5.57,-5.18,9.91,5.57,-5.18,-7.48,30.81,-37.88
10.31,5.04,-5.46,10.31,5.04,-5.46,-6.77,33.69,-36.84
9.55,5.71,-5.73,9.55,5.71,-5.73,-5.88,33.5,-37.69
8.77,5.57,-5.68,8.77,5.57,-5.68,-4.09,35.28,-37
8.74,5.5,-5.53,8.74,5.5,-5.53,-3.2,35.47,-37.88
9.86,4.98,-5.45,9.86,4.98,-5.45,-2.85,36.19,-36.16
10.65,5.25,-5.29,10.65,5.25,-5.29,-2.13,38.34,-37.88
10.29,5.23,-5.3,10.29,5.23,-5.3,-1.42,37.97,-37.53
9.36,5.78,-5.42,9.36,5.78,-5.42,-1.6,37.44,-37.69
8.7,5.9,-5.37,8.7,5.9,-5.37,-2.31,36,-35.62
8.53,6.28,-5.25,8.53,6.28,-5.25,-3.92,34.75,-35.81
8.42,6.26,-5.2,8.42,6.26,-5.2,-3.56,35.12,-36.16
7.84,5.8,-4.95,7.84,5.8,-4.95,-4.63,35.12,-36.5
7.1,5.77,-4.73,7.1,5.77,-4.73,-5.52,32.06,-35.97
6.56,5.86,-4.56,6.56,5.86,-4.56,-6.23,30.64,-35.97
6.01,6.09,-4.34,6.01,6.09,-4.34,-8.37,28.84,-35.62
5.64,5.71,-4.2,5.64,5.71,-4.2,-8.72,28.84,-34.25
5.04,5.3,-4.09,5.04,5.3,-4.09,-8.72,28.84,-35.62
4.55,5.14,-3.93,4.55,5.14,-3.93,-9.61,26.16,-34.78
4.21,5.48,-3.78,4.21,5.48,-3.78,-10.5,25.62,-33.91
4.03,5.1,-3.72,4.03,5.1,-3.72,-10.5,25.27,-34.25
3.8,4.66,-3.61,3.8,4.66,-3.61,-11.04,25.8,-34.44
3.89,4.43,-3.46,3.89,4.43,-3.46,-11.21,24.55,-35.62
4.04,4.57,-3.33,4.04,4.57,-3.33,-11.75,25.08,-34.44
4.17,4.25,-3.29,4.17,4.25,-3.29,-11.04,23.66,-34.09
4.43,4.11,-3.42,4.43,4.11,-3.42,-10.86,24.19,-34.25
4.93,4.21,-3.7,4.93,4.21,-3.7,-11.57,25.98,-35.28
5.71,4.37,-4.11,5.71,4.37,-4.11,-11.39,26.16,-34.78
6.81,5.08,-4.73,6.81,5.08,-4.73,-11.92,24.55,-35.28
8.18,6.55,-5.73,8.18,6.55,-5.73,-10.86,25.62,-34.25
9.65,7.16,-6.79,9.65,7.16,-6.79,-10.68,24.72,-35.12
10.9,8.55,-6.93,10.9,8.55,-6.93,-12.81,24.72,-35.81
8.66,4.85,-5.1,8.66,4.85,-5.1,-11.21,23.83,-35.28
6.71,3.87,-3.58,6.71,3.87,-3.58,-9.79,22.39,-35.62
6.3,3.71,-3.69,6.3,3.71,-3.69,-14.77,20.97,-35.97
6.34,5.25,-3.97,6.34,5.25,-3.97,-12.99,19.53,-34.25
7.54,4.89,-4.59,7.54,4.89,-4.59,-14.06,20.61,-34.25
9.48,6.13,-5.2,9.48,6.13,-5.2,-14.77,17.73,-34.94
11.52,6.43,-5.26,11.52,6.43,-5.26,-13.35,15.59,-35.28
12.52,7.98,-5.38,12.52,7.98,-5.38,-15.48,14.16,-34.25
11.76,8.51,-5.39,11.76,8.51,-5.39,-16.02,11.11,-34.44
10.8,9.22,-5.05,10.8,9.22,-5.05,-17.44,8.6,-32.69
11.39,10.92,-5.34,11.39,10.92,-5.34,-16.19,5.91,-34.94
12.64,13.25,-5.09,12.64,13.25,-5.09,-16.73,3.22,-33.03
12.94,14.45,-4.86,12.94,14.45,-4.86,-15.13,0.18,-32.19
12.33,15.74,-4.69,12.33,15.74,-4.69,-14.42,-3.76,-32.88
11.41,16.11,-4.16,11.41,16.11,-4.16,-14.59,-5.73,-33.75
10.73,17.58,-3.82,10.73,17.58,-3.82,-14.06,-7.7,-33.56
10.09,18.2,-3.53,10.09,18.2,-3.53,-12.81,-11.11,-33.38
8.53,18.19,-3.05,8.53,18.19,-3.05,-13.17,-11.11,-32.34
7.46,18.69,-2.5,7.46,18.69,-2.5,-12.1,-12.18,0
7.14,17.47,-2.31,7.14,17.47,-2.31,-11.75,-11.11,-31.67
6.99,16.81,-1.5,6.99,16.81,-1.5,-13.17,-10.75,-30.3
